city,timestamp,temperature,season
New York,2010-04-23,8.478782285702406,spring
New York,2010-04-24,11.302714521176632,spring
New York,2010-04-25,12.104780436015536,spring
New York,2010-04-26,9.210651531539655,spring
New York,2010-04-27,18.82939436678546,spring
New York,2010-04-28,11.718596316195063,spring
New York,2010-04-29,10.287888270805299,spring
New York,2010-04-30,4.52567472707708,spring
New York,2010-05-01,9.098250129613984,spring
New York,2010-05-02,8.388512569183074,spring
New York,2010-05-03,4.22127127806049,spring
New York,2010-05-04,2.179860665900384,spring
New York,2010-05-05,8.200838231328964,spring
New York,2010-05-06,15.81471846328794,spring
New York,2010-05-07,10.914371902817937,spring
New York,2010-05-08,17.882710964990263,spring
New York,2010-05-09,14.225077282051002,spring
New York,2010-05-10,11.76226137126952,spring
New York,2010-05-11,17.937627365212123,spring
New York,2010-05-12,21.96440148993618,spring
New York,2010-05-13,9.318713892413742,spring
New York,2010-05-14,8.86054754372631,spring
New York,2010-05-15,11.81616933713616,spring
New York,2010-05-16,11.933751322679104,spring
New York,2010-05-17,8.25151366992819,spring
New York,2010-05-18,13.762284114593214,spring
New York,2010-05-19,6.941613086936597,spring
New York,2010-05-20,7.268756919425265,spring
New York,2010-05-21,12.313950605578901,spring
New York,2010-05-22,5.397059060019732,spring
New York,2010-05-23,13.881923367424132,spring
New York,2010-05-24,13.469469230270072,spring
New York,2010-05-25,14.940376129556615,spring
New York,2010-05-26,14.853066679112038,spring
New York,2010-05-27,14.39797268285674,spring
New York,2010-05-28,0.6920476584543511,spring
New York,2010-05-29,5.578649493035007,spring
New York,2010-05-30,13.724178389666688,spring
New York,2010-05-31,14.744326860879218,spring
New York,2010-06-01,34.092480677031055,summer
New York,2010-06-02,32.816897647809526,summer
New York,2010-06-03,23.651962089667357,summer
New York,2010-06-04,28.80547460319469,summer
New York,2010-06-05,23.789349094688813,summer
New York,2010-06-06,21.294215480694014,summer
New York,2010-06-07,22.19618405763561,summer
New York,2010-06-08,32.309585238289074,summer
New York,2010-06-09,18.837209393959615,summer
New York,2010-06-10,17.87552505855151,summer
New York,2010-06-11,32.12032114856409,summer
New York,2010-06-12,23.55135428292933,summer
New York,2010-06-13,27.198507632762176,summer
New York,2010-06-14,34.44833793518386,summer
New York,2010-06-15,25.430014000122085,summer
New York,2010-06-16,24.58695467933653,summer
New York,2010-06-17,26.380002794812928,summer
New York,2010-06-18,33.219641620511126,summer
New York,2010-06-19,17.75840054157309,summer
New York,2010-06-20,25.006683403915257,summer
New York,2010-06-21,25.600887618582746,summer
New York,2010-06-22,25.848291692542126,summer
New York,2010-06-23,15.29973753317195,summer
New York,2010-06-24,31.511646089162667,summer
New York,2010-06-25,28.395391947198828,summer
New York,2010-06-26,24.137603598356026,summer
New York,2010-06-27,32.18504172433619,summer
New York,2010-06-28,31.03710389053609,summer
New York,2010-06-29,29.09274619020593,summer
New York,2010-06-30,25.796466448110856,summer
New York,2010-07-01,25.53419643300669,summer
New York,2010-07-02,28.336801539312273,summer
New York,2010-07-03,27.503136207922864,summer
New York,2010-07-04,23.740474537564133,summer
New York,2010-07-05,27.436181344367068,summer
New York,2010-07-06,27.88500694060277,summer
New York,2010-07-07,19.699124697932422,summer
New York,2010-07-08,22.557319419625834,summer
New York,2010-07-09,17.51641195204845,summer
New York,2010-07-10,18.329333064950347,summer
New York,2010-07-11,14.9928370327546,summer
New York,2010-07-12,30.527882619700808,summer
New York,2010-07-13,24.27684122826652,summer
New York,2010-07-14,17.8126235708263,summer
New York,2010-07-15,14.469526074189943,summer
New York,2010-07-16,22.73030976138975,summer
New York,2010-07-17,24.604732761356427,summer
New York,2010-07-18,27.573021699555955,summer
New York,2010-07-19,30.554775863779373,summer
New York,2010-07-20,25.179345208611437,summer
New York,2010-07-21,25.849893225483605,summer
New York,2010-07-22,19.131141053308774,summer
New York,2010-07-23,26.63141989592065,summer
New York,2010-07-24,21.407312683858574,summer
New York,2010-07-25,28.640734940567757,summer
New York,2010-07-26,22.123041214512334,summer
New York,2010-07-27,24.489575736144637,summer
New York,2010-07-28,22.424929605648337,summer
New York,2010-07-29,29.333608194969873,summer
New York,2010-07-30,29.154514520895034,summer
New York,2010-07-31,17.608539262031474,summer
New York,2010-08-01,23.211219170072386,summer
New York,2010-08-02,29.34204278913906,summer
New York,2010-08-03,16.280052477404823,summer
New York,2010-08-04,18.59873123526158,summer
New York,2010-08-05,22.445668056473355,summer
New York,2010-08-06,27.0101091798541,summer
New York,2010-08-07,26.95441477539753,summer
New York,2010-08-08,25.18023346370196,summer
New York,2010-08-09,24.46296125396623,summer
New York,2010-08-10,24.604389392321306,summer
New York,2010-08-11,19.485249151550256,summer
New York,2010-08-12,22.55372241379114,summer
New York,2010-08-13,32.79024614580071,summer
New York,2010-08-14,33.400227770324825,summer
New York,2010-08-15,26.39913853724604,summer
New York,2010-08-16,25.21667256419755,summer
New York,2010-08-17,34.37275789864392,summer
New York,2010-08-18,28.903706066251768,summer
New York,2010-08-19,33.123467108778144,summer
New York,2010-08-20,23.034570557181915,summer
New York,2010-08-21,36.58197544805405,summer
New York,2010-08-22,25.5752591540801,summer
New York,2010-08-23,15.904309258261957,summer
New York,2010-08-24,21.80677667352162,summer
New York,2010-08-25,32.60039857460662,summer
New York,2010-08-26,30.90995440912936,summer
New York,2010-08-27,32.119008563516566,summer
New York,2010-08-28,21.952772331563317,summer
New York,2010-08-29,21.108073715610818,summer
New York,2010-08-30,19.541629984397222,summer
New York,2010-08-31,27.003990705526004,summer
New York,2010-09-01,4.469841067660518,autumn
New York,2010-09-02,19.738709155739866,autumn
New York,2010-09-03,13.570055315032457,autumn
New York,2010-09-04,20.538303621854343,autumn
New York,2010-09-05,25.02936957078083,autumn
New York,2010-09-06,22.45291258633616,autumn
New York,2010-09-07,11.580634311185127,autumn
New York,2010-09-08,4.931472145028222,autumn
New York,2010-09-09,7.546487706579348,autumn
New York,2010-09-10,14.425480908874283,autumn
New York,2010-09-11,10.646654094301487,autumn
New York,2010-09-12,14.54926816055926,autumn
New York,2010-09-13,22.244807270223884,autumn
New York,2010-09-14,10.430321611932676,autumn
New York,2010-09-15,4.285056429143217,autumn
New York,2010-09-16,18.338963113726397,autumn
New York,2010-09-17,13.278446247768553,autumn
New York,2010-09-18,14.60965993493909,autumn
New York,2010-09-19,4.167157999751108,autumn
New York,2010-09-20,8.847832729322073,autumn
New York,2010-09-21,19.107486132434047,autumn
New York,2010-09-22,19.426711286037506,autumn
New York,2010-09-23,17.700598877070867,autumn
New York,2010-09-24,22.828809333862953,autumn
New York,2010-09-25,17.880971955737767,autumn
New York,2010-09-26,15.027522661951222,autumn
New York,2010-09-27,18.54959162147933,autumn
New York,2010-09-28,19.12764623663105,autumn
New York,2010-09-29,9.156916948417914,autumn
New York,2010-09-30,18.393106980518873,autumn
New York,2010-10-01,16.661537839325916,autumn
New York,2010-10-02,5.324392921971945,autumn
New York,2010-10-03,16.71990585084007,autumn
New York,2010-10-04,16.813980425721677,autumn
New York,2010-10-05,9.057860472191162,autumn
New York,2010-10-06,5.5335560526914795,autumn
New York,2010-10-07,12.025225657750545,autumn
New York,2010-10-08,5.105765255823341,autumn
New York,2010-10-09,18.106857516710768,autumn
New York,2010-10-10,18.51772885041812,autumn
New York,2010-10-11,15.644622559714222,autumn
New York,2010-10-12,12.574606185675018,autumn
New York,2010-10-13,16.532767457058906,autumn
New York,2010-10-14,8.760468420402,autumn
New York,2010-10-15,16.090103116675746,autumn
New York,2010-10-16,14.87047605785263,autumn
New York,2010-10-17,13.176019771032184,autumn
New York,2010-10-18,16.11467804213018,autumn
New York,2010-10-19,10.043191240886436,autumn
New York,2010-10-20,12.882916129746649,autumn
New York,2010-10-21,10.222812971558449,autumn
New York,2010-10-22,4.530093052721364,autumn
New York,2010-10-23,25.769768179900392,autumn
New York,2010-10-24,14.576224696829787,autumn
New York,2010-10-25,17.08324375940372,autumn
New York,2010-10-26,18.57635153788839,autumn
New York,2010-10-27,17.072829113505584,autumn
New York,2010-10-28,22.344684885071608,autumn
New York,2010-10-29,12.199003584039012,autumn
New York,2010-10-30,21.37314122681743,autumn
New York,2010-10-31,6.899136395263946,autumn
New York,2010-11-01,16.253517398227885,autumn
New York,2010-11-02,12.924375322729253,autumn
New York,2010-11-03,16.992207824287945,autumn
New York,2010-11-04,21.75462094878427,autumn
New York,2010-11-05,17.131961577171907,autumn
New York,2010-11-06,19.5869707516153,autumn
New York,2010-11-07,19.59002833860194,autumn
New York,2010-11-08,6.383525582305619,autumn
New York,2010-11-09,-1.2187444709321626,autumn
New York,2010-11-10,13.63253425139382,autumn
New York,2010-11-11,21.255774295915764,autumn
New York,2010-11-12,12.195430660483739,autumn
New York,2010-11-13,6.480987223988796,autumn
New York,2010-11-14,24.202193896830863,autumn
New York,2010-11-15,23.21608928969685,autumn
New York,2010-11-16,13.573809761411304,autumn
New York,2010-11-17,16.357134970343033,autumn
New York,2010-11-18,13.676298032899679,autumn
New York,2010-11-19,11.11393017477561,autumn
New York,2010-11-20,14.680452741975373,autumn
New York,2010-11-21,6.889296124719797,autumn
New York,2010-11-22,23.48326817718669,autumn
New York,2010-11-23,19.521385683765416,autumn
New York,2010-11-24,9.7256750504247,autumn
New York,2010-11-25,24.292555784060976,autumn
New York,2010-11-26,9.893310526416002,autumn
New York,2010-11-27,12.049563810718446,autumn
New York,2010-11-28,11.865487887965624,autumn
New York,2010-11-29,13.56279732070334,autumn
New York,2010-11-30,15.562819438215024,autumn
New York,2010-12-01,1.949170506291186,winter
New York,2010-12-02,6.317063715979014,winter
New York,2010-12-03,1.5848070852833185,winter
New York,2010-12-04,5.282184421148327,winter
New York,2010-12-05,1.5724290822943758,winter
New York,2010-12-06,0.7042761559126374,winter
New York,2010-12-07,5.971934777233269,winter
New York,2010-12-08,-1.8308546270581418,winter
New York,2010-12-09,2.720229501026683,winter
New York,2010-12-10,0.7707859747103278,winter
New York,2010-12-11,5.255888065532838,winter
New York,2010-12-12,-4.894849514708986,winter
New York,2010-12-13,-6.858464897701669,winter
New York,2010-12-14,-6.120938719241417,winter
New York,2010-12-15,1.2668408106391824,winter
New York,2010-12-16,3.6923517035745865,winter
New York,2010-12-17,-0.1786232425782181,winter
New York,2010-12-18,-4.682917379649955,winter
New York,2010-12-19,-5.839895580645599,winter
New York,2010-12-20,-3.956564164251529,winter
New York,2010-12-21,-1.591107794464227,winter
New York,2010-12-22,-2.9593431353604416,winter
New York,2010-12-23,-4.834624863786091,winter
New York,2010-12-24,-6.723110936369704,winter
New York,2010-12-25,-9.692707237419459,winter
New York,2010-12-26,1.5510272083483831,winter
New York,2010-12-27,-3.3936201344575063,winter
New York,2010-12-28,-4.178061528907247,winter
New York,2010-12-29,-3.918636178040768,winter
New York,2010-12-30,-6.573926766454986,winter
New York,2010-12-31,7.067044978188784,winter
New York,2011-01-01,-1.808473163843243,winter
New York,2011-01-02,3.416979611106765,winter
New York,2011-01-03,4.591165153220075,winter
New York,2011-01-04,-5.442304305768263,winter
New York,2011-01-05,-0.7531788162939844,winter
New York,2011-01-06,2.445908109366795,winter
New York,2011-01-07,0.2560172879276359,winter
New York,2011-01-08,8.584150175153125,winter
New York,2011-01-09,-7.35751321656707,winter
New York,2011-01-10,-2.5493935606596034,winter
New York,2011-01-11,-8.173787072171713,winter
New York,2011-01-12,-4.1189044189085955,winter
New York,2011-01-13,5.584293904046942,winter
New York,2011-01-14,0.5909963228955679,winter
New York,2011-01-15,0.4508933063834158,winter
New York,2011-01-16,1.6451018209065533,winter
New York,2011-01-17,2.6654726961376154,winter
New York,2011-01-18,1.031693066456347,winter
New York,2011-01-19,-10.216571495503288,winter
New York,2011-01-20,1.72068697235654,winter
New York,2011-01-21,-4.340635744183691,winter
New York,2011-01-22,-8.509400986640873,winter
New York,2011-01-23,-5.953450229768354,winter
New York,2011-01-24,-0.687867524683939,winter
New York,2011-01-25,-7.726127605551963,winter
New York,2011-01-26,-2.436771815834567,winter
New York,2011-01-27,-2.3756107054276736,winter
New York,2011-01-28,3.3789926537857644,winter
New York,2011-01-29,-3.911830745183234,winter
New York,2011-01-30,-6.114692530439235,winter
New York,2011-01-31,1.0297794757199443,winter
New York,2011-02-01,4.72331935089298,winter
New York,2011-02-02,4.882424049793669,winter
New York,2011-02-03,1.5127219827974423,winter
New York,2011-02-04,4.826671254341362,winter
New York,2011-02-05,-1.0847573853274723,winter
New York,2011-02-06,1.193891362702645,winter
New York,2011-02-07,-2.647439469406219,winter
New York,2011-02-08,5.361301783210251,winter
New York,2011-02-09,0.5103449967604261,winter
New York,2011-02-10,-5.454269402102284,winter
New York,2011-02-11,-0.4950614884942334,winter
New York,2011-02-12,2.2666618011090964,winter
New York,2011-02-13,-2.1594323652866194,winter
New York,2011-02-14,-4.242240859518267,winter
New York,2011-02-15,-2.3343238546860454,winter
New York,2011-02-16,-6.69715256279102,winter
New York,2011-02-17,-7.611116489202829,winter
New York,2011-02-18,9.176009236204404,winter
New York,2011-02-19,-4.436120818308136,winter
New York,2011-02-20,0.6285338936299654,winter
New York,2011-02-21,-1.7688994637258102,winter
New York,2011-02-22,0.5507668889126973,winter
New York,2011-02-23,1.883540703842409,winter
New York,2011-02-24,-4.17360161890133,winter
New York,2011-02-25,-2.1741535204533626,winter
New York,2011-02-26,-0.061458651400616286,winter
New York,2011-02-27,1.354459122490941,winter
New York,2011-02-28,-2.4468223293463045,winter
New York,2011-03-01,2.45246636267777,spring
New York,2011-03-02,13.761877575208162,spring
New York,2011-03-03,11.732785879595026,spring
New York,2011-03-04,13.22798636162288,spring
New York,2011-03-05,12.149291760297546,spring
New York,2011-03-06,11.89608615379639,spring
New York,2011-03-07,7.105402974286296,spring
New York,2011-03-08,9.924222038144169,spring
New York,2011-03-09,7.8898635685051675,spring
New York,2011-03-10,14.655226964701487,spring
New York,2011-03-11,11.543333342534908,spring
New York,2011-03-12,6.891644706059543,spring
New York,2011-03-13,13.167320853670958,spring
New York,2011-03-14,10.002012380802588,spring
New York,2011-03-15,12.617181772797773,spring
New York,2011-03-16,14.65343863377663,spring
New York,2011-03-17,6.156927921295054,spring
New York,2011-03-18,22.26905108904955,spring
New York,2011-03-19,6.398705999159475,spring
New York,2011-03-20,3.9285649827327696,spring
New York,2011-03-21,5.277010568411437,spring
New York,2011-03-22,16.654848451789064,spring
New York,2011-03-23,9.824647272322903,spring
New York,2011-03-24,17.779882656188146,spring
New York,2011-03-25,12.45218319548888,spring
New York,2011-03-26,3.0208261484557717,spring
New York,2011-03-27,12.416937079755847,spring
New York,2011-03-28,8.19313325377848,spring
New York,2011-03-29,9.60512311695126,spring
New York,2011-03-30,9.810547302893479,spring
New York,2011-03-31,1.8194024449135493,spring
New York,2011-04-01,14.013045157958912,spring
New York,2011-04-02,12.188981376110908,spring
New York,2011-04-03,6.51596992840157,spring
New York,2011-04-04,8.939619121771322,spring
New York,2011-04-05,6.9124404890937905,spring
New York,2011-04-06,5.59180640938033,spring
New York,2011-04-07,11.326978503950603,spring
New York,2011-04-08,11.168708785804226,spring
New York,2011-04-09,7.908735015961511,spring
New York,2011-04-10,14.359606750084088,spring
New York,2011-04-11,8.107001768587573,spring
New York,2011-04-12,9.84790073725807,spring
New York,2011-04-13,19.836202002551406,spring
New York,2011-04-14,11.345575048702624,spring
New York,2011-04-15,8.434883363008781,spring
New York,2011-04-16,8.31246184125451,spring
New York,2011-04-17,4.175445489558922,spring
New York,2011-04-18,11.173582529208508,spring
New York,2011-04-19,6.611251336915668,spring
New York,2011-04-20,13.064038743215484,spring
New York,2011-04-21,8.612411849547843,spring
New York,2011-04-22,13.789054410309733,spring
New York,2011-04-23,13.034728705535501,spring
New York,2011-04-24,1.3826143181735218,spring
New York,2011-04-25,-0.1918344850647702,spring
New York,2011-04-26,12.68108734866753,spring
New York,2011-04-27,14.26236575074348,spring
New York,2011-04-28,11.796332272337317,spring
New York,2011-04-29,18.868385101830196,spring
New York,2011-04-30,17.206645434238222,spring
New York,2011-05-01,13.445592755316467,spring
New York,2011-05-02,8.20147232339111,spring
New York,2011-05-03,2.0306957931134284,spring
New York,2011-05-04,11.489255323099378,spring
New York,2011-05-05,14.39425910179212,spring
New York,2011-05-06,13.438395341699568,spring
New York,2011-05-07,14.928982586062446,spring
New York,2011-05-08,7.351932964667298,spring
New York,2011-05-09,12.149763006315041,spring
New York,2011-05-10,4.873260516829566,spring
New York,2011-05-11,8.409099739799583,spring
New York,2011-05-12,6.071998202160006,spring
New York,2011-05-13,7.948264760821597,spring
New York,2011-05-14,17.240799930257307,spring
New York,2011-05-15,-1.2673948104770472,spring
New York,2011-05-16,8.043048329125105,spring
New York,2011-05-17,10.61227758254417,spring
New York,2011-05-18,3.9317881370850714,spring
New York,2011-05-19,16.246749935581562,spring
New York,2011-05-20,5.600568636887163,spring
New York,2011-05-21,10.078998450305074,spring
New York,2011-05-22,17.604403162882793,spring
New York,2011-05-23,7.85148473780705,spring
New York,2011-05-24,6.621334974873486,spring
New York,2011-05-25,8.774098249449121,spring
New York,2011-05-26,10.682330091456782,spring
New York,2011-05-27,11.495312485282202,spring
New York,2011-05-28,11.450523874079265,spring
New York,2011-05-29,14.980734829454502,spring
New York,2011-05-30,12.137362370909136,spring
New York,2011-05-31,14.294395956617782,spring
New York,2011-06-01,21.86435299779215,summer
New York,2011-06-02,19.658142776667905,summer
New York,2011-06-03,25.53722705055712,summer
New York,2011-06-04,27.64691509730399,summer
New York,2011-06-05,36.10991843864076,summer
New York,2011-06-06,29.178888971255716,summer
New York,2011-06-07,33.93866777873895,summer
New York,2011-06-08,26.943150496397198,summer
New York,2011-06-09,27.595067555463018,summer
New York,2011-06-10,28.70827286019092,summer
New York,2011-06-11,20.717118065338205,summer
New York,2011-06-12,23.319129194307095,summer
New York,2011-06-13,23.337650618394772,summer
New York,2011-06-14,10.558493364552353,summer
New York,2011-06-15,15.581931101129967,summer
New York,2011-06-16,24.410952941533075,summer
New York,2011-06-17,25.029639276687142,summer
New York,2011-06-18,24.1515465098909,summer
New York,2011-06-19,12.246281916121033,summer
New York,2011-06-20,27.860549345749636,summer
New York,2011-06-21,18.109983809048412,summer
New York,2011-06-22,31.596581340415323,summer
New York,2011-06-23,28.17466035188026,summer
New York,2011-06-24,27.68021802216749,summer
New York,2011-06-25,27.81453823837344,summer
New York,2011-06-26,29.96426569603344,summer
New York,2011-06-27,31.87788950583594,summer
New York,2011-06-28,18.24365397394981,summer
New York,2011-06-29,23.441872073256658,summer
New York,2011-06-30,23.859544477986905,summer
New York,2011-07-01,29.496455687310252,summer
New York,2011-07-02,16.51635350689866,summer
New York,2011-07-03,27.436294674646064,summer
New York,2011-07-04,25.680115720776726,summer
New York,2011-07-05,20.39551307773125,summer
New York,2011-07-06,21.26411548799249,summer
New York,2011-07-07,31.26995384530047,summer
New York,2011-07-08,31.65802694461716,summer
New York,2011-07-09,22.097449585791924,summer
New York,2011-07-10,24.739873012932996,summer
New York,2011-07-11,22.01626613346102,summer
New York,2011-07-12,14.4770967266388,summer
New York,2011-07-13,28.056811269580955,summer
New York,2011-07-14,33.94635658542223,summer
New York,2011-07-15,18.296109300749322,summer
New York,2011-07-16,22.700946503894336,summer
New York,2011-07-17,23.228762381520863,summer
New York,2011-07-18,23.609930344730294,summer
New York,2011-07-19,25.871499038059312,summer
New York,2011-07-20,17.917998384745818,summer
New York,2011-07-21,40.46555115885222,summer
New York,2011-07-22,30.718458402632944,summer
New York,2011-07-23,12.779121109046036,summer
New York,2011-07-24,24.98393388727193,summer
New York,2011-07-25,30.817405936794735,summer
New York,2011-07-26,27.786072580071696,summer
New York,2011-07-27,31.320391703836783,summer
New York,2011-07-28,26.57085769802354,summer
New York,2011-07-29,25.44646162962641,summer
New York,2011-07-30,26.368498184677577,summer
New York,2011-07-31,29.113554348419004,summer
New York,2011-08-01,28.09165423666937,summer
New York,2011-08-02,31.572459301137314,summer
New York,2011-08-03,17.20768937562936,summer
New York,2011-08-04,22.29684530031971,summer
New York,2011-08-05,22.711483979007557,summer
New York,2011-08-06,25.528856188936434,summer
New York,2011-08-07,16.67981323184131,summer
New York,2011-08-08,25.453405872376198,summer
New York,2011-08-09,22.501804393866337,summer
New York,2011-08-10,27.743621471312963,summer
New York,2011-08-11,36.64122244326505,summer
New York,2011-08-12,22.12848189255898,summer
New York,2011-08-13,22.52349139678392,summer
New York,2011-08-14,32.382464950585806,summer
New York,2011-08-15,28.267142300307633,summer
New York,2011-08-16,24.813635255625726,summer
New York,2011-08-17,25.0170346151971,summer
New York,2011-08-18,17.511112406379603,summer
New York,2011-08-19,20.849412111416356,summer
New York,2011-08-20,24.83673190370486,summer
New York,2011-08-21,26.543731687433656,summer
New York,2011-08-22,27.292685424463684,summer
New York,2011-08-23,25.861947253541082,summer
New York,2011-08-24,26.44165707653437,summer
New York,2011-08-25,26.642953276037296,summer
New York,2011-08-26,20.065895190802777,summer
New York,2011-08-27,28.71333653619025,summer
New York,2011-08-28,40.26799344114622,summer
New York,2011-08-29,29.418953269218896,summer
New York,2011-08-30,23.140778111656438,summer
New York,2011-08-31,22.01837943846242,summer
New York,2011-09-01,16.42269101686675,autumn
New York,2011-09-02,11.449434440088451,autumn
New York,2011-09-03,6.447522701923591,autumn
New York,2011-09-04,23.181838649812864,autumn
New York,2011-09-05,14.780896002036679,autumn
New York,2011-09-06,11.667416435767343,autumn
New York,2011-09-07,21.082660549861206,autumn
New York,2011-09-08,20.27988545428367,autumn
New York,2011-09-09,20.598632156201163,autumn
New York,2011-09-10,19.542995828497737,autumn
New York,2011-09-11,16.322905992935485,autumn
New York,2011-09-12,16.534787839192038,autumn
New York,2011-09-13,17.38097927727535,autumn
New York,2011-09-14,6.828965594903288,autumn
New York,2011-09-15,12.00904099001817,autumn
New York,2011-09-16,12.280922629376185,autumn
New York,2011-09-17,12.713017577742889,autumn
New York,2011-09-18,6.437004225904853,autumn
New York,2011-09-19,18.926213660766116,autumn
New York,2011-09-20,19.521843197835977,autumn
New York,2011-09-21,17.85160819949963,autumn
New York,2011-09-22,18.378076166651148,autumn
New York,2011-09-23,9.107954715387942,autumn
New York,2011-09-24,19.731180052632666,autumn
New York,2011-09-25,20.613310468737318,autumn
New York,2011-09-26,16.770339907519425,autumn
New York,2011-09-27,21.140718062577413,autumn
New York,2011-09-28,17.649186816459327,autumn
New York,2011-09-29,24.17114919393233,autumn
New York,2011-09-30,17.29349827368553,autumn
New York,2011-10-01,26.127917612896372,autumn
New York,2011-10-02,14.173889283189332,autumn
New York,2011-10-03,11.943792276177275,autumn
New York,2011-10-04,14.991294254296024,autumn
New York,2011-10-05,17.800798429042775,autumn
New York,2011-10-06,15.853342284400776,autumn
New York,2011-10-07,15.798558264244926,autumn
New York,2011-10-08,16.09096504538392,autumn
New York,2011-10-09,22.353952525778574,autumn
New York,2011-10-10,9.425358028310876,autumn
New York,2011-10-11,20.106030967848742,autumn
New York,2011-10-12,15.102654430291874,autumn
New York,2011-10-13,13.120592038717067,autumn
